,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Mean,Std,Entropy,Energy,Shan_Energy,filename,Unnamed: 0.1.1.1.1
37,16,16,16,16,0.057519523072288324,13.084535088875976,1.571965871124719,242563746.0,4407620536.794729,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean01_2.csv,
38,17,17,17,17,-0.15367707069353015,11.239589541845213,1.479857214444324,256100994.0,4669332897.873543,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean01_2.csv,
39,18,18,18,18,0.5251317348977309,21.620874001101303,1.1830049206541473,372152170.0,7078029211.192547,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean01_2.csv,
40,19,19,19,19,0.11544091261993905,10.901041895792472,1.581552488712564,244376756.0,4449219758.003945,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean01_2.csv,
41,20,20,20,20,0.0009849766907875782,0.14441592914899254,1.1298837989159232,387056720.0,7380814103.449294,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean01_2.csv,
42,0,0,0,0,0.030679905917148007,7.9995599414044785,1.5390413605237283,243514018.0,4418817212.81153,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,0.0
43,1,1,1,1,0.02962152252003485,8.606429789965649,1.602114614452387,229488660.0,4138274384.2985635,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,1.0
44,2,2,2,2,0.006584211752329202,10.114655831429106,1.7424573247853612,196609126.0,3481242345.170846,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,2.0
45,3,3,3,3,0.017082749260989766,10.751179437393237,1.6543584201960604,217226934.0,3892989288.4386563,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,3.0
46,4,4,4,4,0.020668473542460698,7.203629695705758,1.6595098895183755,214557460.0,3837733469.6112227,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,4.0
47,5,5,5,5,0.10290033734979527,9.297803290045474,1.4519470614525678,264261852.0,4834096767.585483,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,5.0
48,6,6,6,6,0.032479677068452936,10.436721787542002,1.5871629602861583,232194260.0,4191233676.2407203,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,6.0
49,7,7,7,7,0.016371395718232016,10.600692445369805,1.7202620409051186,202542650.0,3601062388.1938663,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,7.0
50,8,8,8,8,0.016892835174671297,10.740603564238636,1.6886678755100513,206184518.0,3668278446.837066,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,8.0
51,9,9,9,9,-0.028148670911201424,10.424797901854992,1.7618319485162166,192716508.0,3405671367.087901,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,9.0
52,10,10,10,10,-0.036490277576232216,8.303257633645652,1.6684507564965982,213472968.0,3817974449.561882,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,10.0
53,11,11,11,11,0.020330778360798482,8.715614934879348,1.6672217704826706,215127464.0,3853076640.0019627,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,11.0
54,12,12,12,12,0.033039955855701936,10.698608261338434,1.6928728154167498,210026360.0,3751291722.20424,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,12.0
55,13,13,13,13,-0.011024787687731338,11.010884324164557,1.6741314424359592,214770218.0,3848534220.788126,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,13.0
56,14,14,14,14,0.0709280744942196,14.738334864903724,1.6083034720470766,224459678.0,4033417897.8532987,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,14.0
57,15,15,15,15,0.051853362575406486,12.198063201049054,1.5218143310488297,248890168.0,4527768250.7586355,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,15.0
58,16,16,16,16,-0.009235819871194371,10.449840954880843,1.7213604439620718,201131930.0,3571718816.580312,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,16.0
59,17,17,17,17,-0.01832623861256124,11.42907725208898,1.7655746673288109,191344108.0,3377610305.116835,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,17.0
60,18,18,18,18,0.05553253754065176,16.676842356961533,1.7464280796501583,197470834.0,3500859436.6975865,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,18.0
61,19,19,19,19,-0.02707150819195863,3.3078399224446606,1.4011069373841532,279455294.0,5145328577.003184,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,19.0
62,20,20,20,20,0.001345891415447992,0.08321483017800772,1.522025103708292,264905820.0,4867911407.995409,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean02_2.csv,20.0
63,0,0,0,0,-0.09519787990047583,10.160089965064117,1.6468871897661903,223492050.0,4023786018.53535,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
64,1,1,1,1,-0.07147074580503142,10.603265861621338,1.0098122016645914,432405052.0,8340965082.444148,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
65,2,2,2,2,0.014450517724157915,7.779858574956187,1.6924465267416149,208325214.0,3714368542.103272,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
66,3,3,3,3,-0.02768644500686361,8.360193203060383,1.5650655939887783,236264740.0,4271004884.2628107,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
67,4,4,4,4,-0.11676931031372395,7.505598927820404,1.651054105459672,218771358.0,3924612600.035004,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
68,5,5,5,5,0.0003017570473030685,5.937266419749474,1.6904630641154268,209507860.0,3739162630.8779664,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
69,6,6,6,6,0.013441088702739079,8.37289132938808,1.6829780251446134,209221244.0,3730790302.600695,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
70,7,7,7,7,0.01706485807327967,7.159653131737209,1.6855784335371005,210789392.0,3765824717.4627795,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
71,8,8,8,8,0.014172747283153824,8.307850010661326,1.62283899152329,225121856.0,4050781738.245866,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
72,9,9,9,9,0.02432957791841864,8.880476210264408,1.6393969085552982,221321002.0,3974854837.0587883,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
73,10,10,10,10,-0.01371501621907698,6.347071551468204,1.6667170666708038,211623134.0,3777752539.8113494,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
74,11,11,11,11,-0.015930513459183133,10.264714481994396,1.5332476031407207,245509022.0,4458797032.572457,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
75,12,12,12,12,0.10161942579112987,8.779925591368071,1.4569260306603236,263027178.0,4811429437.988889,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
76,13,13,13,13,-0.008452658249284426,9.034713500301406,1.668652769549399,216301698.0,3877441444.9613743,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
77,14,14,14,14,0.016909183376488283,8.840431091740701,1.4734227668121436,260278308.0,4756920109.164758,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
78,15,15,15,15,-0.016768928696382013,10.78724814786997,1.6369557141184234,225158004.0,4054753590.939327,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
79,16,16,16,16,-0.0026126680237978732,8.063632070126786,1.6843646448582077,211726608.0,3784485283.091584,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
80,17,17,17,17,-0.011271971629469458,8.55745591186761,1.6927207472495636,208812306.0,3725082691.9317594,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
81,18,18,18,18,-0.056185808883656416,10.192559284593203,1.808404458950067,185114346.0,3259297241.9905057,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
82,19,19,19,19,-0.027833277070474245,10.746499248283198,1.529271326632837,249316654.0,4540728568.814891,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
83,20,20,20,20,0.002423333967817153,0.07043825108666145,1.2764072967261908,381892046.0,7343754846.84027,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean03_2.csv,
84,0,0,0,0,-0.024982960243217254,10.54988383696908,1.7600131685297495,194257922.0,3437407374.7524853,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
85,1,1,1,1,-0.2256255921856687,19.343499638528712,1.6496316463021117,221980024.0,3991040035.786091,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
86,2,2,2,2,-0.03418284357489936,12.562279607963633,1.7693285935471188,191813120.0,3387377077.827414,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
87,3,3,3,3,-0.09082013972730724,13.418909855310725,1.6910710554882449,208454218.0,3718556513.158345,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
88,4,4,4,4,0.019449714515141082,10.475524809674491,1.5821282076520176,239376788.0,4341178185.636329,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
89,5,5,5,5,-0.02164191834697645,16.915433589289037,1.7232763384962522,202354932.0,3597746112.8414593,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
90,6,6,6,6,-0.03257724811334862,9.9239286367531,1.6542911793820658,215466370.0,3854878688.5733256,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
91,7,7,7,7,-0.08484722177898428,12.995463478910365,1.7128177648745344,203677328.0,3622952681.326856,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
92,8,8,8,8,-0.007850827572137571,13.577077170200324,1.6116344544615266,225081668.0,4046765661.249328,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
93,9,9,9,9,-0.04373462759082124,13.101976469315874,1.5626984311174341,237736594.0,4301472458.183827,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
94,10,10,10,10,-0.04337162807837165,9.776671831645679,1.7215009463590616,203381806.0,3619300866.1839156,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
95,11,11,11,11,0.01898559787632173,14.070915058754512,1.6870573622365297,213808750.0,3828794500.923017,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
96,12,12,12,12,0.05127608622834422,14.109346843665016,1.7287284786481305,200929806.0,3568878007.848918,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
97,13,13,13,13,0.13888914196760413,13.409011272619347,1.3139401326297435,305873290.0,5690945294.71741,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
98,14,14,14,14,0.09859336780321944,12.866429584479851,1.5586933814672042,241561878.0,4380695065.790729,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
99,15,15,15,15,0.20071694765081705,13.10058078478458,1.5462452972391498,243475534.0,4418394995.141757,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
100,16,16,16,16,-0.015382516322480822,13.167520549778681,1.7863094620456308,189251786.0,3339111130.234155,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
101,17,17,17,17,-0.11528374506065132,13.132305968650195,1.540652766725422,243651546.0,4422738511.351066,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
102,18,18,18,18,0.14738337848456273,12.5069087903476,1.5404566877039387,243654544.0,4420525088.172639,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
103,19,19,19,19,-0.12656207111983467,4.222030295612638,1.3601037652453594,289531706.0,5349374341.747022,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
104,20,20,20,20,-0.00022898797415471915,0.1371060719350464,1.4598087187004474,334311942.0,6375246070.200801,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean04_2.csv,
105,0,0,0,0,-0.03972733964864159,17.765010645479826,1.6757862785511637,215016288.0,3854460048.2614174,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
106,1,1,1,1,0.20130158280986168,14.245348736613385,1.5439320993782488,242730556.0,4402275818.998293,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
107,2,2,2,2,-0.01881484739238108,10.572390262725557,1.5889476115042385,234795276.0,4246439758.939988,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
108,3,3,3,3,-0.10961128615458998,10.337811108827855,1.6694865676208783,214515940.0,3838800415.0551295,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
109,4,4,4,4,0.057863708049059014,14.253388864482515,1.7287947177553322,199968418.0,3549363833.485279,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
110,5,5,5,5,-0.03264772327741895,8.686661069951063,1.62440303687747,223034006.0,4006509849.174872,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
111,6,6,6,6,-0.09547322466363437,8.963417643735884,1.6365166228444454,222420334.0,3997156014.725827,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
112,7,7,7,7,-0.2554443944677097,9.788813719734105,1.3567901589398026,302472766.0,5634665462.8819685,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
113,8,8,8,8,-0.04062313007680099,9.359886090041089,1.5850726269829354,235496142.0,4262083269.750753,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
114,9,9,9,9,-0.06889408164283885,10.123490126869859,1.7092943318219698,206143772.0,3673122705.3072405,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
115,10,10,10,10,0.021577048979165927,10.54200746256317,1.8644092788604247,173733404.0,3034248510.1805944,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
116,11,11,11,11,0.13033330691761286,10.639564231182858,1.5688453170227938,240117020.0,4353878545.654602,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_2_all_csv\std_mean05_2.csv,
