,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Mean,Std,Entropy,Energy,Shan_Energy,filename,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1
10,10,10,10,10,0.021678242673310904,10.064221397435498,1.2369480817621894,2828150342.0,59056742377.03763,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean00_1.csv,,
11,11,11,11,11,0.038022921902829465,13.254982570570233,1.6053728524635025,1964022162.0,39599073431.765884,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean00_1.csv,,
12,12,12,12,12,0.021076196423872092,11.359878993500502,1.5014904868458163,2183386826.0,44495884619.37223,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean00_1.csv,,
13,13,13,13,13,0.007573342122040781,13.219918084321652,1.6046559109432246,1983165852.0,40050721186.425514,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean00_1.csv,,
14,14,14,14,14,0.049732093340653725,12.690157164196606,1.3469502884288502,2569380922.0,53221352212.266365,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean00_1.csv,,
15,15,15,15,15,0.006963354433576823,17.261349598855432,1.4992635686614348,2244380616.0,45925035455.634384,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean00_1.csv,,
16,16,16,16,16,0.0988076403782875,12.030079118770894,1.422402966263709,2334397092.0,47860124189.1722,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean00_1.csv,,
17,17,17,17,17,0.01401732476390008,13.51690336174483,1.6887882987777758,1787499336.0,35695134813.19046,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean00_1.csv,,
18,18,18,18,18,0.00684078830649671,11.895673409316974,1.5816990087426026,2011729142.0,40664595948.42134,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean00_1.csv,,
19,19,19,19,19,0.016867181177598674,3.810500274718504,1.5029762354304423,2206382916.0,45056083013.71325,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean00_1.csv,,
20,20,20,20,20,0.0013439430737610288,0.14150361759096186,1.242272979395075,3557217396.0,76806485327.29231,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean00_1.csv,,
21,0,0,0,0,0.030679905917148007,7.9995599414044785,1.382902119834987,2477931266.0,51148355253.744484,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
22,1,1,1,1,0.02962152252003485,8.606429789965649,1.331414026709386,2604527472.0,54012520098.8323,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
23,2,2,2,2,0.006584211752329202,10.114655831429106,1.3424701467813502,2588149592.0,53629192620.51418,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
24,3,3,3,3,0.017082749260989766,10.751179437393237,1.4907959914124749,2214415536.0,45200310155.86071,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
25,4,4,4,4,0.020668473542460698,7.203629695705758,1.3212379170307873,2639760404.0,54829465143.12531,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
26,5,5,5,5,0.10290033734979527,9.297803290045474,0.9407687579781944,3672433168.0,78269423771.64658,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
27,6,6,6,6,0.032479677068452936,10.436721787542002,0.6422889362046278,5145750152.0,113586284553.07375,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
28,7,7,7,7,0.016371395718232016,10.600692445369805,1.3434131333896882,2573152158.0,53273877644.27882,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
29,8,8,8,8,0.016892835174671297,10.740603564238636,1.325597362722171,2630994410.0,54610684941.23747,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
30,9,9,9,9,-0.028148670911201424,10.424797901854992,1.498402130530294,2195677176.0,44781260603.96755,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
31,10,10,10,10,-0.036490277576232216,8.303257633645652,1.13296952764988,3307438236.0,70373115291.57964,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
32,11,11,11,11,0.020330778360798482,8.715614934879348,1.0192406830923768,3597890806.0,76914542404.7797,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
33,12,12,12,12,0.033039955855701936,10.698608261338434,1.2629694003277228,2809649154.0,58716347740.79231,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
34,13,13,13,13,-0.011024787687731338,11.010884324164557,1.431192508428648,2343101726.0,48068963788.48982,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
35,14,14,14,14,0.0709280744942196,14.738334864903724,0.6142502026177235,5685105848.0,126883951791.34676,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
36,15,15,15,15,0.051853362575406486,12.198063201049054,1.268539986419153,2770778666.0,57800547841.45722,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
37,16,16,16,16,-0.009235819871194371,10.449840954880843,1.534734050077437,2118432428.0,43047852581.8546,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
38,17,17,17,17,-0.01832623861256124,11.42907725208898,1.5374642814434958,2105719758.0,42762733397.360016,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
39,18,18,18,18,0.05553253754065176,16.676842356961533,0.7780035208554434,4803811026.0,105698172781.996,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
40,19,19,19,19,-0.02707150819195863,3.3078399224446606,0.9541443546916968,3950203730.0,85357361722.36275,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
41,20,20,20,20,0.001345891415447992,0.08321483017800772,1.0292045846812283,3569068536.0,76382144396.54996,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean01_1.csv,,
42,0,0,0,0,0.09042127753717373,10.857519541227713,1.2590577522247015,2770694996.0,57759829664.552124,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
43,1,1,1,1,0.43638197479665575,19.294735645183447,0.9528177538426892,3800675594.0,81593368377.70865,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
44,2,2,2,2,0.14511668232941513,11.612088745726185,1.1595114257474677,3137670560.0,66347186803.8883,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
45,3,3,3,3,0.1749270234291727,12.18175507660167,1.1141359702773592,3332216974.0,70863462755.84781,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
46,4,4,4,4,-0.03301783354499839,11.332466130698595,1.0682637667375234,3430382216.0,73085850330.21649,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
47,5,5,5,5,-0.012433782223880098,14.01273837398017,1.1287429552109598,3181720446.0,67139161895.16956,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
48,6,6,6,6,-0.1688013281823051,11.442012118397727,0.7752826046717299,4034271590.0,86465917145.33618,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
49,7,7,7,7,0.2071774776078256,11.647451065702741,1.0963734971967252,3270171410.0,69134615072.3764,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
50,8,8,8,8,0.2323635413684225,12.34878051020551,1.058841946247163,3385408582.0,71782800545.7276,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
51,9,9,9,9,0.18825902939114766,12.584763310067437,0.9412517628925064,4071523654.0,88418822662.77946,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
52,10,10,10,10,0.09024285749612264,9.762344359404764,1.1901769037359806,3021404078.0,63546887708.261314,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
53,11,11,11,11,0.08027292122924531,11.928923380165827,1.177341588006343,3058492614.0,64366465216.07131,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
54,12,12,12,12,0.2191338825944125,12.425420380130179,1.073320422263279,3334775084.0,70603487511.98152,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
55,13,13,13,13,0.04164975165671808,12.937988955169242,0.8460124922147146,4282290994.0,93114859550.5938,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
56,14,14,14,14,0.2260664275746649,15.577353723068333,1.2035601516909007,3002904900.0,63079511391.78901,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
57,15,15,15,15,-0.020232497131720126,17.915276574416264,0.7965902696893925,4077577154.0,87610148536.75763,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
58,16,16,16,16,0.15510973609646975,11.967641421799607,1.1230969631677692,3268901484.0,69413931449.06041,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
59,17,17,17,17,0.16194805932479206,12.860846036894474,1.0161094315141388,3630809586.0,77816322860.9992,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
60,18,18,18,18,0.2332786222063624,12.947677767831395,1.0899562880306268,3291159872.0,69611548648.3721,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
61,19,19,19,19,-0.008734503958235693,4.070602724589059,1.3684673505899887,2542880560.0,52649868267.74229,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
62,20,20,20,20,0.00017340102102475944,0.0681858303249764,1.3107006999321091,2665567140.0,55416079974.85159,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean02_1.csv,,
63,0,0,0,0,0.03419362834016574,11.880578153384194,1.333821390262104,2614028404.0,54247198003.64699,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
64,1,1,1,1,0.0032532154550271595,9.036782502835123,1.3865202730890196,2455688086.0,50625866244.32367,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
65,2,2,2,2,-0.01968613984790284,11.017663345234787,1.5937703429874004,1971709010.0,39755846890.10945,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
66,3,3,3,3,-0.04581998334190285,11.554866774656134,1.3334932685863532,2607373096.0,54070537577.97674,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
67,4,4,4,4,-0.04679422205489249,9.356155547063537,1.1495396279920251,3188593696.0,67523028752.834236,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
68,5,5,5,5,-0.02725706436239011,9.13239145341193,0.7116840632010679,4146673940.0,89016583749.91858,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
69,6,6,6,6,-0.014760615239349071,11.361970623281092,1.6128109085865008,1943767054.0,39155810340.014565,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
70,7,7,7,7,-0.003229793916254961,9.242078971177412,1.377729600683144,2472069294.0,50985421235.25149,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
71,8,8,8,8,-0.01760456431972876,11.799322790264876,1.5113838056356212,2154608776.0,43847618862.35285,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
72,9,9,9,9,-0.014907053858549391,11.192850406254284,1.5894099917818494,2006422566.0,40555657803.92613,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
73,10,10,10,10,0.023379597250835136,8.515524017986808,1.5133195896964655,2146486742.0,43659105491.003586,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
74,11,11,11,11,-0.008685403422215776,10.805142773788363,1.6092907084043542,1949951754.0,39287948053.465515,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
75,12,12,12,12,-0.009010179858033715,13.270473517259251,1.1839501681906517,2989796048.0,62761966568.69187,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
76,13,13,13,13,-0.033156842617041674,12.685715614119214,1.5315607869706118,2119272696.0,43074497047.4558,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
77,14,14,14,14,0.0036394744663288217,14.991195804346994,1.5987612123990635,1992081682.0,40251484485.64608,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
78,15,15,15,15,-0.0480547681225653,13.847849433624267,1.5376820041153454,2088226794.0,42344250986.6376,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
79,16,16,16,16,-0.0059531637705025,10.962700511572315,1.5558606368723045,2057260392.0,41664576049.92004,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
80,17,17,17,17,-0.006259428839844839,13.864793801471984,1.4894516741759811,2230785380.0,45576405684.02057,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
81,18,18,18,18,-0.009272837167202286,14.779946384298592,1.4419855019763472,2315496008.0,47447001085.38213,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
82,19,19,19,19,-0.004744547796975969,4.9568782672643,1.3280865986989965,2600500768.0,53885005853.42982,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
83,20,20,20,20,0.0008347832393497658,0.0680239867408414,1.2673798165592998,3095697980.0,65515777669.03614,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean03_1.csv,,
84,0,0,0,0,-0.007373469008354816,12.967795333256733,1.299788735154752,2360812682.0,48799468963.66213,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
85,1,1,1,1,0.05007168052595432,17.81184122979275,1.3983611166984788,2131994526.0,43657614194.647316,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
86,2,2,2,2,0.018960859264358348,16.39196157818078,1.382789755412342,2189028676.0,44954852885.720825,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
87,3,3,3,3,0.07577987927312532,16.369635078425063,1.4213846045741343,2100656698.0,42966421078.66125,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
88,4,4,4,4,-0.02477108271662065,12.434721404782053,1.141638385424408,2781409370.0,58433769244.894035,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
89,5,5,5,5,0.010604437325510013,19.421506264805874,1.5502558095576853,1825038822.0,36792729344.02208,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
90,6,6,6,6,-0.11926345263684247,15.13126568890656,0.7694366105360713,4176653328.0,91310551596.62263,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
91,7,7,7,7,0.005954953365026587,14.50678528473209,1.2242250453805348,2534486826.0,52714716014.75183,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
92,8,8,8,8,-0.031095762748026338,16.39453297018615,1.4327464041969564,2073424234.0,42366543355.0233,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
93,9,9,9,9,-0.009531173494558594,16.64698249766401,1.2994742705429043,2371209180.0,49043839611.68231,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
94,10,10,10,10,0.03103279440978422,13.475405908010151,1.1787079527388835,2699598068.0,56609856520.586876,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
95,11,11,11,11,-0.1916139507298636,17.373531951509722,1.0387936650462384,3062280864.0,64925864429.325424,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
96,12,12,12,12,-0.09652094978256837,17.402445038538524,1.1519830683162406,2817702144.0,59379497454.72813,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
97,13,13,13,13,0.09875264864821004,16.360721243363614,1.3530485239402985,2251470876.0,46347464745.289055,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
98,14,14,14,14,0.028623331037305605,16.294139387892205,1.3474898391981318,2309727786.0,47741902114.09908,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
99,15,15,15,15,0.17231363546668393,20.723894178749088,0.8561775009792902,3751372882.0,81031672549.95325,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
100,16,16,16,16,0.013131079763539107,15.608609626440964,1.4059676031347623,2117701492.0,43332257380.05759,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
101,17,17,17,17,-0.01789529485196769,16.531564232154604,1.448314733963577,2033858930.0,41459250643.78798,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
102,18,18,18,18,-0.002182051498225596,16.463789259781315,1.2748967175238994,2465539064.0,51191206095.564384,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
103,19,19,19,19,-0.019662785994788858,6.120895907366452,1.1311088501586035,2870989622.0,60640718423.5854,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
104,20,20,20,20,-0.0004991788573832902,0.07804415310833783,0.779745420067852,4340102806.0,95312395742.04877,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean04_1.csv,,
105,0,0,0,0,-0.015298756640045338,17.426659730513105,1.6960249735937711,1808064838.0,36185370921.63796,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean05_1.csv,,
106,1,1,1,1,0.0007713862610250697,6.855482852878051,1.4094865408624486,2388782200.0,49106313547.31156,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean05_1.csv,,
107,2,2,2,2,-0.04577530621751758,10.797794336816475,1.2176055487038258,2970971552.0,62471938103.713615,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean05_1.csv,,
108,3,3,3,3,0.06462945773200357,9.770706558429913,1.5016851218571945,2187077344.0,44580049843.109436,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean05_1.csv,,
109,4,4,4,4,-0.027043695663768127,10.616121081603136,1.546297099681924,2104782644.0,42757898093.61307,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean05_1.csv,,
110,5,5,5,5,0.023561689769607,9.936319611674367,1.5096552591555967,2179665052.0,44419771556.31546,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean05_1.csv,,
111,6,6,6,6,-0.02251296320628085,10.0980823385848,1.5393911914470362,2124635684.0,43212430876.37443,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean05_1.csv,,
112,7,7,7,7,-0.1025462817288106,9.930848421816368,1.2252587155387913,2922198222.0,61271271547.83962,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean05_1.csv,,
113,8,8,8,8,-0.007582006437556062,10.134724137013203,1.5473411760538618,2109207786.0,42867170702.61677,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean05_1.csv,,
114,9,9,9,9,-0.01927569629540009,10.369933884274717,1.5370940145702998,2121767012.0,43136914225.858635,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean05_1.csv,,
115,10,10,10,10,-0.0088075610466308,7.644974227447285,1.44010177971243,2335385426.0,47920171697.0309,C:/Users/User/Dinesh Sir/eeg-during-mental-arithmetic-tasks-1.0.0/std_mead_1_all_csv\std_mean05_1.csv,,
